Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0004883;Programa infantil y juvenil de formación musical 2017-20;5/08/2017;1/06/2017;1;1;62;15;['cursos de musica', 'cursos de musica para niños', 'taller de musica.'];25625;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;0;31/05/2017;3/12/2016;4.75
CUR-0004927;Curso de derecho de energías renovables: regulación, estructuración de proyectos y retos;11/08/2017;1/06/2017;1;0;62;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];56500;Actualización Profesional;DERECHO;Presencial;1;31/05/2017;3/12/2016;4.07
CUR-0004928;Derechos Humanos, Derecho Internacional Humanitario y Construcción de Paz en Colombia;27/10/2017;1/08/2017;0;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];55000;Actualización Profesional;DERECHO;Presencial;0;31/07/2017;2/02/2017;4.26
CUR-0004929;Derechos de autor en contenidos digitales;26/08/2017;1/06/2017;1;0;62;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];55000;Actualización Profesional;DERECHO;Presencial;0;31/05/2017;3/12/2016;4.07
CUR-0004932;Programa Infantil de Música - Taller de Composición 2017-20;5/08/2017;1/06/2017;1;1;62;15;['cursos de musica', 'cursos de musica para niños', 'taller de musica.'];26562.5;Niños y Jovenes;ARTES Y HUMANIDADES;Presencial;0;31/05/2017;3/12/2016;4.75
CUR-0004933;Programa Infantil y Juvenil de Formación Musical 2017-20 - Curso Instrumento Complementario;5/08/2017;1/06/2017;1;1;62;15;['cursos de musica', 'cursos de musica para niños', 'taller de musica.'];52812.5;Niños y Jovenes;ARTES Y HUMANIDADES;Presencial;0;31/05/2017;3/12/2016;4.75
CUR-0005379;Taller Empoderamiento personal: el encuentro con la autoestima y la autoconfianza;12/08/2017;1/06/2017;1;0;62;14;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];50314.29;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;1;31/05/2017;3/12/2016;5.51
CUR-0005380;Curso ¿Cómo mejorar la forma de hacer investigación?;26/08/2017;1/06/2017;1;0;62;14;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];42000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/05/2017;3/12/2016;5.51
CUR-0005381;Taller práctico Assessment center: herramientas para la evaluación de competencias y toma de decisiones;7/10/2017;1/08/2017;1;0;100;17;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];52777.78;Actualización Profesional;CIENCIAS SOCIALES;Presencial;0;31/07/2017;2/02/2017;4.92
CUR-0005383;Curso Mindfulness y la psicología: una aproximación desde la práctica y la evidencia empírica;21/09/2017;1/07/2017;0;0;89;16;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];47619.05;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/06/2017;2/01/2017;4.7
CUR-0005384;Curso Fuentes de financiación y formulación de proyectos sociales en la cooperación euro-latinoamericana;28/08/2017;1/06/2017;0;0;62;1;['curso gestion de proyectos', 'que es gestion de proyectos', 'gestion de proyectos'];70833.33;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;1;31/05/2017;3/12/2016;2.8
CUR-0005385;Curso Incorporación de la gestión del riesgo en el ordenamiento territorial;3/11/2017;1/09/2017;0;0;107;2;['curso gestion de proyectos', 'que es gestion de proyectos', 'gestion de proyectos'];60000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Semipresencial / Blended;0;31/08/2017;5/03/2017;7.46
CUR-0005386;Curso Lineamientos para la gestión de proyectos en construcción de paz;13/10/2017;1/08/2017;1;0;100;1;['curso gestion de proyectos', 'que es gestion de proyectos', 'gestion de proyectos'];60000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Semipresencial / Blended;0;31/07/2017;2/02/2017;8.48
CUR-0005387;Curso Arte y literatura II: problemas compartidos, lenguajes divergentes;30/09/2017;1/07/2017;1;0;89;18;['cursos de arte', 'talleres de arte', 'historia del arte'];38000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/06/2017;2/01/2017;6.01
CUR-0005390;Probabilidad y estadística. Curso básico para profesionales;27/06/2017;1/04/2017;0;0;52;7;['cursos de ingenieria industrial', 'cursos basicos de ingenieria industrial', 'cursos de especializacion para ingenieria industrial'];45833.33;Actualización Profesional;INGENIERIA;Presencial;1;31/03/2017;3/10/2016;2.81
CUR-0005391;Optimización lineal. Curso básico para profesionales;18/07/2017;1/05/2017;0;0;50;6;['cursos de ingenieria industrial', 'cursos basicos de ingenieria industrial', 'cursos de especializacion para ingenieria industrial'];45833.33;Actualización Profesional;INGENIERIA;Presencial;1;30/04/2017;2/11/2016;3.36
CUR-0005395;Curso Derecho y gestión deportiva;1/09/2017;1/07/2017;0;0;89;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];60500;Actualización Profesional;DERECHO;Presencial;1;30/06/2017;2/01/2017;3.99
CUR-0005397;Innovación y Gestión de Servicios Jurídicos;19/09/2017;1/07/2017;1;0;89;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];54000;Actualización Profesional;DERECHO;Presencial;1;30/06/2017;2/01/2017;3.99
CUR-0005398;Curso de Asociaciones Público Privadas (APP);13/10/2017;1/08/2017;0;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];59000;Actualización Profesional;DERECHO;Presencial;0;31/07/2017;2/02/2017;4.26
CUR-0005399;Curso Técnicas de argumentación verbal y escrita para abogados;12/09/2017;1/07/2017;0;0;89;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];60000;Actualización Profesional;DERECHO;Presencial;0;30/06/2017;2/01/2017;3.99
CUR-0005401;Curso Dirección Jurídica de Empresas;13/10/2017;1/08/2017;0;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];55500;Actualización Profesional;DERECHO;Presencial;0;31/07/2017;2/02/2017;4.26
CUR-0005403;Curso Gestión Pública;20/10/2017;1/08/2017;1;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];58000;Actualización Profesional;DERECHO;Presencial;0;31/07/2017;2/02/2017;4.26
CUR-0005403;Curso Gestión Pública;20/10/2017;1/08/2017;1;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];58000;Actualización Profesional;DERECHO;Presencial;0;31/07/2017;2/02/2017;4.26
CUR-0005404;Curso Legal English for Business;24/10/2017;1/08/2017;0;0;100;12;['cursos de derecho', 'diplomados de derecho', 'diplomados facultad de derecho'];60000;Actualización Profesional;DERECHO;Presencial;1;31/07/2017;2/02/2017;4.26
CUR-0005439;Curso Nivelatorio de Probabilidad y Estadística;4/07/2017;1/05/2017;0;0;50;6;['cursos de ingenieria industrial', 'cursos basicos de ingenieria industrial', 'cursos de estadística'];45833.33;Actualización Profesional;INGENIERIA;Presencial;1;30/04/2017;2/11/2016;3.36
CUR-0005490;Primer Congreso Internacional de Asuntos Estudiantiles NASPA-LAC “Desafíos y Sentido”;23/10/2017;1/08/2017;1;0;100;0;['Congreso Internacional', 'Estudiantes', 'Decanatura', 'Uniandes'];30625;Actualización Profesional;DECANATURA DE ESTUDIANTES;Presencial;0;31/07/2017;2/02/2017;13.31
CUR-0005498;Curso Introducción al análisis de datos para la toma de decisiones;19/09/2017;1/07/2017;0;0;89;2;['cursos de economia', 'cursos de economia con certificado', 'diplomados de economia'];71304.35;Actualización Profesional;ECONOMIA;Presencial;1;30/06/2017;2/01/2017;1.19
CUR-0005502;Avances en prevención y rehabilitación cardiovascular;26/08/2017;1/06/2017;1;0;62;6;['cursos de medicina', 'talleres de facultad de medicina', 'curso de emergencias'];27777.78;Actualización Profesional;MEDICINA;Presencial;1;31/05/2017;3/12/2016;2.99
CUR-0005503;Consejería para la prevención temprana del consumo de sustancias psicoactivas;14/09/2017;1/07/2017;1;0;89;6;['cursos de medicina', 'talleres de facultad de medicina', 'curso de emergencias'];38888.89;Actualización Profesional;MEDICINA;Presencial;0;30/06/2017;2/01/2017;2.85
CUR-0005637;Taller Experimentos de Física para jóvenes;16/09/2017;1/07/2017;1;0;89;2;['ciencia para niños', 'proyectos de ciencia para niños', 'experimientos de ciencia'];49333.33;Niños y Jóvenes;CIENCIAS;Presencial;1;30/06/2017;2/01/2017;2.44
CUR-0005638;Programa Profesionales ® Physics of the Earth;8/08/2017;1/06/2017;1;1;62;2;['geofisica', 'que es geofisica', 'cursos de geofisica'];25454.55;Actualización Profesional;CIENCIAS;Presencial;0;31/05/2017;3/12/2016;4.76
CUR-0005639;Programa Profesionales ® Física Avanzada;8/08/2017;1/06/2017;1;1;62;2;['curso de fisica', 'curso de matematicas y fisica', 'taller de fisica'];28000;Actualización Profesional;CIENCIAS;Presencial;0;31/05/2017;3/12/2016;5.48
CUR-0005640;Programa Profesionales ® de profundización teórica en Antropología;8/08/2017;1/06/2017;1;1;62;14;['curso de antropologia', 'taller de antropologia', 'antropologia cultural'];53733.33;Actualización Profesional;CIENCIAS SOCIALES;Presencial;0;31/05/2017;3/12/2016;0.95
CUR-0005642;Curso Libre Posgrado Evaluación para el aprendizaje en escenarios clínicos;12/08/2017;1/06/2017;1;0;62;1;['cursos para docentes', 'cursos de pedagogia', 'diplomado de pedagogia'];16572.92;Cursos Libres de Posgrado;EDUCACION;Semipresencial / Blended;1;31/05/2017;3/12/2016;3.42
CUR-0005824;Taller Comunicación persuasiva: comunicaciones efectivas conducen a acuerdos efectivos;28/10/2017;1/08/2017;0;0;100;17;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];49583.33;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/07/2017;2/02/2017;2.71
CUR-0005825;Curso Psicología del desempeño humano: herramientas para acompañar el  desarrollo individual y colectivo;21/10/2017;1/08/2017;1;0;100;17;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];50000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/07/2017;2/02/2017;2.71
CUR-0005828;Curso Gerencia del riesgo e implementación de coberturas;24/10/2017;1/08/2017;0;0;100;2;['cursos de economia', 'cursos de economia con certificado', 'diplomados de economia'];55000;Actualización Profesional;ECONOMIA;Presencial;1;31/07/2017;2/02/2017;1.17
CUR-0006151;Taller de pintura experimental;21/10/2017;1/08/2017;0;0;100;20;['cursos de arte', 'talleres de arte', 'cursos artisticos.'];45000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/07/2017;2/02/2017;4.21
CUR-0006423;Curso Behavioral Economics: fundamentos, aplicaciones y enfoque experimental;26/10/2017;1/08/2017;1;0;100;2;['cursos de economia', 'cursos de economia con certificado', 'diplomados de economia'];55000;Actualización Profesional;ECONOMIA;Presencial;1;31/07/2017;2/02/2017;1.17
CUR-0006470;Curso Lean Project Management y Lean Construction;20/10/2017;1/08/2017;0;0;100;13;['curso de ingenieria civil', 'cursos de ingenieria', 'cursos de gestion de proyectos'];77000;Actualización Profesional;INGENIERIA;Presencial;1;31/07/2017;2/02/2017;2.02
CUR-0006501;Curso Integrated Project Delivery y Building Information Modeling (BIM);16/02/2018;1/12/2017;0;0;105;16;['Ingenieria de aguas', 'diseños de sistemas en ingenieria', 'gerencia de proyectos', 'estandares de seguridad en ingenieria civil', 'cursos de vías'];76086.96;Actualización Profesional;INGENIERIA;Presencial;1;30/11/2017;4/06/2017;3.02
CUR-0006502;Curso Gamificación educativa: Uso de mecánicas de juego en ambientes de aprendizaje y entrenamiento;3/10/2017;1/08/2017;1;0;100;6;['cursos para docentes', 'cursos de pedagogia', 'diplomado de pedagogia'];57500;Actualización Profesional;EDUCACION;Presencial;1;31/07/2017;2/02/2017;3.19
CUR-0009142;Probabilidad y estadística. Curso básico para profesionales;20/11/2017;1/09/2017;0;0;107;10;['cursos de ingenieria industrial', 'cursos basicos de ingenieria industrial', 'cursos de especializacion para ingenieria industrial'];45833.33;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2017;5/03/2017;2.13
CUR-0009516;Curso Derecho Ambiental: aspectos para la gestión ambiental en Colombia;2/03/2018;1/01/2018;0;0;78;12;['Carrera de derecho', 'abogacía', 'curso de derecho', 'cursos para abogados', 'curso de leyes'];61027.78;Actualización Profesional;DERECHO;Presencial;1;31/12/2017;5/07/2017;2.43
CUR-0009570;Curso Indicadores y Medición en la Gestión de Proyectos, las Políticas sociales y el Desempeño organizacional;9/04/2018;1/02/2018;0;0;72;4;['Gestión de proyectos', 'desarrollo humano', 'proyectos sociales', 'ordenamiento territorial', 'cursos de gestión'];61833.33;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;1;31/01/2018;5/08/2017;5.14
CUR-0009571;Workshop public speaking for professional english settings 201810;27/02/2018;1/12/2017;1;0;105;15;['Aprender idiomas', 'lenguas', 'cursos de preparacion de idiomas', 'estudiar ingles', 'lenguas modernas'];65125;Lenguas;CIENCIAS SOCIALES;Presencial;0;30/11/2017;4/06/2017;6.74
CUR-0009572;Curso Negociación para abogados;9/03/2018;1/01/2018;1;0;78;12;['Carrera de derecho', 'abogacía', 'curso de derecho', 'cursos para abogados', 'curso de leyes'];57812.5;Actualización Profesional;DERECHO;Presencial;0;31/12/2017;5/07/2017;2.43
CUR-0009573;Actualización en contratación estatal: nueva ley 1882 de 2018;16/03/2018;1/01/2018;1;0;78;12;['Contratación estatal', 'derecho al trabajo', 'debido proceso', 'derecho de petición', 'Derecho laboral'];62000;Actualización Profesional;DERECHO;Presencial;1;31/12/2017;5/07/2017;6.58
CUR-0009577;Curso Ciudad y literatura: un viaje narrativo a siete ciudades latinoamericanas;28/04/2018;1/02/2018;1;0;72;13;['cursos en literatura', 'como escribir mejor', 'mejorar ortografia', 'figuras literarias', 'analisis de texto'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/01/2018;5/08/2017;4.9
CUR-0009578;Curso Don Quijote de la Mancha: lectura, análisis e interpretación;10/03/2018;1/01/2018;1;0;78;13;['cursos en literatura', 'como escribir mejor', 'mejorar ortografia', 'figuras literarias', 'analisis de texto'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/12/2017;5/07/2017;3.63
CUR-0009580;Taller de dibujo para retrato;21/04/2018;1/02/2018;1;0;72;13;['Barroco', 'arte abstracto', 'arte rupestre', 'arte moderno', 'cosmetología'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/01/2018;5/08/2017;2.63
CUR-0009581;Taller de Fundamentos de dibujo;10/02/2018;1/12/2017;0;0;105;16;['Barroco', 'arte abstracto', 'arte rupestre', 'arte moderno', 'cosmetología'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;30/11/2017;4/06/2017;4.18
CUR-0009582;Curso Historia contada por objetos: invención y devenir humano;24/02/2018;1/12/2017;1;0;105;16;['Clases de historia', 'arte medieval', 'historia contemporanea', 'apreciación del arte', 'historia civil'];34809.52;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2017;4/06/2017;5.61
CUR-0009583;Curso Diseño para el Emprendimiento;28/02/2018;1/12/2017;1;0;105;2;['Cursos de diseño', 'diseño gráfico', 'illustrator', 'photoshop', 'diseño e innovación'];49285.71;Actualización Profesional;ARQUITECTURA Y DISENO;Presencial;1;30/11/2017;4/06/2017;6.32
CUR-0009586;Curso Judíos y palestinos: 100 años de conflicto por una tierra;3/03/2018;1/01/2018;1;0;78;13;['Clases de historia', 'arte medieval', 'historia contemporanea', 'apreciación del arte', 'historia civil'];41340;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Presencial;0;31/12/2017;5/07/2017;5.63
CUR-0009587;Curso Historia contemporánea de Colombia;17/02/2018;1/12/2017;1;0;105;15;['Clases de historia', 'arte medieval', 'historia contemporanea', 'apreciación del arte', 'historia civil'];41340;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Presencial;1;30/11/2017;4/06/2017;5.61
CUR-0009588;Curso de Matemáticas para Posgrados;22/01/2018;1/11/2017;0;0;115;5;['Economía colombiana', 'curso de economía uniandes', 'fundamentos de economía', 'ciencias económicas', 'economía naranja'];35000;Actualización Profesional;ECONOMIA;Presencial;1;31/10/2017;5/05/2017;5.28
CUR-0009589;Curso Evaluación de política pública: microeconometría aplicada.;17/04/2018;1/02/2018;1;0;72;4;['Economía colombiana', 'curso de economía uniandes', 'fundamentos de economía', 'ciencias económicas', 'economía naranja'];59000;Actualización Profesional;ECONOMIA;Presencial;1;31/01/2018;5/08/2017;2.25
CUR-0009590;Curso Economía de los recursos naturales y del medio ambiente: aplicaciones y política;6/03/2018;1/01/2018;0;0;78;3;['Economía colombiana', 'curso de economía uniandes', 'fundamentos de economía', 'ciencias económicas', 'economía naranja'];59000;Actualización Profesional;ECONOMIA;Presencial;0;31/12/2017;5/07/2017;2.14
CUR-0009591;Curso Economía y finanzas para directivos;6/03/2018;1/01/2018;0;0;78;3;['Economía colombiana', 'curso de economía uniandes', 'fundamentos de economía', 'ciencias económicas', 'economía naranja'];80000;Actualización Profesional;ECONOMIA;Presencial;1;31/12/2017;5/07/2017;2.14
CUR-0009592;Curso Marketing Analytics;27/02/2018;1/12/2017;0;0;105;16;['cursos en ingenieria', 'cursos presenciales', 'automatizacion industrial', 'diplomado en ingenieria industrial', 'cursos en linea de optimizacion', 'certificacion en ingenieria industrial'];99305.56;Actualización Profesional;INGENIERIA;Presencial;1;30/11/2017;4/06/2017;4.01
CUR-0009593;Curso Manejo de intervención en crisis: herramientas desde el abordaje psicológico;17/02/2018;1/12/2017;0;0;105;15;['universidad de los andes', 'psicologia', 'cursos de psicologia', 'talleres en psicologia', 'cursos presenciales psicologia'];55000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/11/2017;4/06/2017;9.62
CUR-0009594;Curso La psicología del coaching;3/03/2018;1/01/2018;1;0;78;13;['universidad de los andes', 'psicologia', 'cursos de psicologia', 'talleres en psicologia', 'cursos presenciales psicologia'];55000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/12/2017;5/07/2017;6.15
