Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;Estado;Valor_Tarifa;Departamento;Estado;Punto_equilibrio;Meta;Cupomaximo;Inscritos;Cantidadinscritostotales;validaExitoso
CUR-0004859;Direccionamiento estratégico de tecnologías digitales para educación superior;14/07/2017;1/05/2017;Si;No;50;0;cursos para docentes, cursos de pedagogia, diplomado de pedagogia;56250.00;Actualización Profesional;EDUCACION;Semipresencial / Blended;Finalizado;1350000.00;Educación;Finalizado;9;20;20;16;16;1
CUR-0004867;Curso de Soporte Vital Avanzado BLS-ACLS (Basic Life Support - Advanced Cardiac Life Support);29/04/2017;1/02/2017;Si;No;54;4;cursos de medicina, talleres de facultad de medicina, curso de emergencias;60785.00;Actualización Profesional;MEDICINA;Presencial;Finalizado;1215700.00;Medicina;Finalizado;NULL;NULL;NULL;1;1;0
CUR-0004868;Otorrinolaringología:  Medicina basada en la evidencia - no otorrinos;25/08/2017;1/06/2017;Si;No;62;6;cursos de medicina, talleres de facultad de medicina, curso de emergencias;53076.92;Actualización Profesional;MEDICINA;Presencial;Finalizado;690000.00;Medicina;Finalizado;35;40;40;45;45;1
CUR-0004869;Módulo teórico: Otorrinolaringología:  Medicina basada en la evidencia;25/08/2017;1/06/2017;Si;No;62;6;cursos de musica, cursos de musica para niños, taller de musica.;30555.56;Actualización Profesional;MEDICINA;Presencial;Finalizado;275000.00;Medicina;Finalizado;1;60;60;12;57;1
CUR-0004872;Curso de Modelación de la calidad del agua en ríos;22/06/2017;1/04/2017;No;No;52;7;curso de ingenieria civil, cursos de ingenieria, cursos de gestion de proyectos;69300.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;2772000.00;Ingeniería Civil y Ambiental;Finalizado;12;35;35;13;13;1
CUR-0004873;Curso de Modelación de la calidad del agua en ríos: determinantes convencionales;22/06/2017;1/04/2017;No;No;52;7;curso de ingenieria civil, cursos de ingenieria, cursos de gestion de proyectos;77000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1540000.00;Ingeniería Civil y Ambiental;Finalizado;12;35;35;12;25;1
CUR-0004876;Curso Módulo de formación docente (Grupo 1);6/06/2017;1/04/2017;Si;No;52;0;cursos para docentes, cursos de pedagogia, diplomado de pedagogia;89375.00;Corporativo;EDUCACION;Presencial;Finalizado;1430000.00;Educación;Finalizado;19;33;33;37;37;1
CUR-0004877;Curso Módulo de formación docente (Grupo 2);12/06/2017;1/04/2017;Si;No;52;0;cursos para docentes, cursos de pedagogia, diplomado de pedagogia;89375.00;Corporativo;EDUCACION;Presencial;Finalizado;1430000.00;Educación;Finalizado;19;33;33;29;29;1
CUR-0004878;Curso Módulo de formación docente (Grupo 3);1/08/2017;1/06/2017;Si;No;62;1;cursos de medicina, talleres de facultad de medicina, curso de emergencias;89375.00;Corporativo;EDUCACION;Presencial;Finalizado;1430000.00;Educación;Finalizado;19;31;31;34;34;1
CUR-0004883;Programa infantil y juvenil de formación musical 2017-20;5/08/2017;1/06/2017;Si;Si;62;15;cursos de musica, cursos de musica para niños, taller de musica.;25625.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;2050000.00;Artes y Humanidades;Finalizado;90;130;150;64;64;0
CUR-0004883;Programa infantil y juvenil de formación musical 2017-20;5/08/2017;1/06/2017;Si;Si;62;15;cursos de musica, cursos de musica para niños, taller de musica.;28775.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;2302000.00;Artes y Humanidades;Finalizado;90;130;150;64;64;0
CUR-0004927;Curso de derecho de energías renovables: regulación, estructuración de proyectos y retos;11/08/2017;1/06/2017;Si;No;62;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;56500.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1808000.00;Derecho;Finalizado;13;25;25;15;15;1
CUR-0004928;Derechos Humanos, Derecho Internacional Humanitario y Construcción de Paz en Colombia;27/10/2017;1/08/2017;No;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;55000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1980000.00;Derecho;Finalizado;13;25;25;10;10;0
CUR-0004929;Derechos de autor en contenidos digitales;26/08/2017;1/06/2017;Si;No;62;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;55000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1980000.00;Derecho;Finalizado;13;25;25;10;10;0
CUR-0004932;Programa Infantil de Música - Taller de Composición 2017-20;5/08/2017;1/06/2017;Si;Si;62;15;cursos de musica, cursos de musica para niños, taller de musica.;26562.50;Niños y Jovenes;ARTES Y HUMANIDADES;Presencial;Finalizado;425000.00;Artes y Humanidades;Finalizado;15;15;15;NULL;0;0
CUR-0004933;Programa Infantil y Juvenil de Formación Musical 2017-20 - Curso Instrumento Complementario;5/08/2017;1/06/2017;Si;Si;62;15;cursos de musica, cursos de musica para niños, taller de musica.;52812.50;Niños y Jovenes;ARTES Y HUMANIDADES;Presencial;Finalizado;845000.00;Artes y Humanidades;Finalizado;50;50;50;9;9;0
CUR-0005379;Taller Empoderamiento personal: el encuentro con la autoestima y la autoconfianza;12/08/2017;1/06/2017;Si;No;62;14;cursos de psicologia, talleres de psicologia, diplomados de psicologia;50314.29;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;Finalizado;1761000.00;Psicología;Finalizado;13;20;25;22;22;1
CUR-0005380;Curso ¿Cómo mejorar la forma de hacer investigación?;26/08/2017;1/06/2017;Si;No;62;14;cursos de psicologia, talleres de psicologia, diplomados de psicologia;42000.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;672000.00;Psicología;Finalizado;12;20;20;14;14;1
CUR-0005381;Taller práctico Assessment center: herramientas para la evaluación de competencias y toma de decisiones;7/10/2017;1/08/2017;Si;No;100;17;cursos de psicologia, talleres de psicologia, diplomados de psicologia;52777.78;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;950000.00;Psicología;Finalizado;12;20;20;9;9;0
CUR-0005383;Curso Mindfulness y la psicología: una aproximación desde la práctica y la evidencia empírica;21/09/2017;1/07/2017;No;No;89;16;cursos de psicologia, talleres de psicologia, diplomados de psicologia;47619.05;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1000000.00;Psicología;Finalizado;12;20;21;21;21;1
CUR-0005384;Curso Fuentes de financiación y formulación de proyectos sociales en la cooperación euro-latinoamericana;28/08/2017;1/06/2017;No;No;62;1;curso gestion de proyectos, que es gestion de proyectos, gestion de proyectos;70833.33;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1700000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;10;15;20;18;18;1
CUR-0005385;Curso Incorporación de la gestión del riesgo en el ordenamiento territorial;3/11/2017;1/09/2017;No;No;107;2;curso gestion de proyectos, que es gestion de proyectos, gestion de proyectos;60000.00;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Semipresencial / Blended;Finalizado;1440000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;9;15;20;6;6;0
CUR-0005386;Curso Lineamientos para la gestión de proyectos en construcción de paz;13/10/2017;1/08/2017;Si;No;100;1;curso gestion de proyectos, que es gestion de proyectos, gestion de proyectos;60000.00;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Semipresencial / Blended;Finalizado;1440000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;9;15;20;7;7;0
CUR-0005387;Curso Arte y literatura II: problemas compartidos, lenguajes divergentes;30/09/2017;1/07/2017;Si;No;89;18;cursos de arte, talleres de arte, historia del arte;38000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;798000.00;Historia del Arte;Finalizado;11;15;20;9;9;0
CUR-0005390;Probabilidad y estadística. Curso básico para profesionales;27/06/2017;1/04/2017;No;No;52;7;cursos de ingenieria industrial, cursos basicos de ingenieria industrial, cursos de especializacion para ingenieria industrial;45833.33;Actualización Profesional;INGENIERIA;Presencial;Finalizado;825000.00;Ingeniería Industrial;Finalizado;12;25;25;15;15;1
CUR-0005391;Optimización lineal. Curso básico para profesionales;18/07/2017;1/05/2017;No;No;50;6;cursos de ingenieria industrial, cursos basicos de ingenieria industrial, cursos de especializacion para ingenieria industrial;45833.33;Actualización Profesional;INGENIERIA;Presencial;Finalizado;825000.00;Ingeniería Industrial;Finalizado;12;25;25;17;17;1
CUR-0005395;Curso Derecho y gestión deportiva;1/09/2017;1/07/2017;No;No;89;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;60500.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2178000.00;Derecho;Finalizado;13;25;25;16;16;1
CUR-0005397;Innovación y Gestión de Servicios Jurídicos;19/09/2017;1/07/2017;Si;No;89;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;54000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2052000.00;Derecho;Finalizado;13;25;25;13;13;1
CUR-0005398;Curso de Asociaciones Público Privadas (APP);13/10/2017;1/08/2017;No;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;59000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2360000.00;Derecho;Finalizado;12;25;25;11;11;0
CUR-0005399;Curso Técnicas de argumentación verbal y escrita para abogados;12/09/2017;1/07/2017;No;No;89;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;60000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1800000.00;Derecho;Finalizado;15;25;25;9;9;0
CUR-0005401;Curso Dirección Jurídica de Empresas;13/10/2017;1/08/2017;No;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;55500.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1998000.00;Derecho;Finalizado;13;20;25;9;9;0
CUR-0005403;Curso Gestión Pública;20/10/2017;1/08/2017;Si;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;58000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2320000.00;Derecho;Finalizado;13;20;25;10;10;0
CUR-0005403;Curso Gestión Pública;20/10/2017;1/08/2017;Si;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;43000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1720000.00;Derecho;Finalizado;13;20;25;10;10;0
CUR-0005404;Curso Legal English for Business;24/10/2017;1/08/2017;No;No;100;12;cursos de derecho, diplomados de derecho, diplomados facultad de derecho;60000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1800000.00;Derecho;Finalizado;13;15;30;21;21;1
CUR-0005439;Curso Nivelatorio de Probabilidad y Estadística;4/07/2017;1/05/2017;No;No;50;6;cursos de ingenieria industrial, cursos basicos de ingenieria industrial, cursos de estadística;45833.33;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1237500.00;Ingeniería Industrial;Finalizado;11;15;32;33;33;1
CUR-0005490;Primer Congreso Internacional de Asuntos Estudiantiles NASPA-LAC “Desafíos y Sentido”;23/10/2017;1/08/2017;Si;No;100;0;Congreso Internacional, Estudiantes, Decanatura, Uniandes;30625.00;Actualización Profesional;DECANATURA DE ESTUDIANTES;Presencial;Finalizado;490000.00;Decanatura de Estudiantes;Finalizado;167;167;300;165;165;0
CUR-0005498;Curso Introducción al análisis de datos para la toma de decisiones;19/09/2017;1/07/2017;No;No;89;2;cursos de economia, cursos de economia con certificado, diplomados de economia;71304.35;Actualización Profesional;ECONOMIA;Presencial;Finalizado;3280000.00;Economía;Finalizado;9;20;30;15;15;1
CUR-0005502;Avances en prevención y rehabilitación cardiovascular;26/08/2017;1/06/2017;Si;No;62;6;cursos de medicina, talleres de facultad de medicina, curso de emergencias;27777.78;Actualización Profesional;MEDICINA;Presencial;Finalizado;250000.00;Medicina;Finalizado;102;170;170;116;116;1
CUR-0005503;Consejería para la prevención temprana del consumo de sustancias psicoactivas;14/09/2017;1/07/2017;Si;No;89;6;cursos de medicina, talleres de facultad de medicina, curso de emergencias;38888.89;Actualización Profesional;MEDICINA;Presencial;Finalizado;1400000.00;Medicina;Finalizado;15;20;30;12;12;0
CUR-0005637;Taller Experimentos de Física para jóvenes;16/09/2017;1/07/2017;Si;No;89;2;ciencia para niños, proyectos de ciencia para niños, experimientos de ciencia;49333.33;Niños y Jóvenes;CIENCIAS;Presencial;Finalizado;444000.00;Ciencias;Finalizado;9;20;20;10;10;1
CUR-0005638;Programa Profesionales ® Physics of the Earth;8/08/2017;1/06/2017;Si;Si;62;2;geofisica, que es geofisica, cursos de geofisica;25454.55;Actualización Profesional;CIENCIAS;Presencial;Finalizado;4200000.00;Geociencias;Finalizado;NULL;5;5;NULL;0;0
CUR-0005639;Programa Profesionales ® Física Avanzada;8/08/2017;1/06/2017;Si;Si;62;2;curso de fisica, curso de matematicas y fisica, taller de fisica;28000.00;Actualización Profesional;CIENCIAS;Presencial;Finalizado;4200000.00;Física;Finalizado;NULL;5;5;1;1;0
CUR-0005640;Programa Profesionales ® de profundización teórica en Antropología;8/08/2017;1/06/2017;Si;Si;62;14;curso de antropologia, taller de antropologia, antropologia cultural;53733.33;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;7254000.00;Antropología;Finalizado;NULL;2;2;NULL;0;0
CUR-0005642;Curso Libre Posgrado Evaluación para el aprendizaje en escenarios clínicos;12/08/2017;1/06/2017;Si;No;62;1;cursos para docentes, cursos de pedagogia, diplomado de pedagogia;16572.92;Cursos Libres de Posgrado;EDUCACION;Semipresencial / Blended;Finalizado;3182000.00;Educación;Finalizado;25;NULL;NULL;30;30;1
CUR-0005824;Taller Comunicación persuasiva: comunicaciones efectivas conducen a acuerdos efectivos;28/10/2017;1/08/2017;No;No;100;17;cursos de psicologia, talleres de psicologia, diplomados de psicologia;49583.33;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1190000.00;Psicología;Finalizado;13;20;25;24;24;1
CUR-0005825;Curso Psicología del desempeño humano: herramientas para acompañar el  desarrollo individual y colectivo;21/10/2017;1/08/2017;Si;No;100;17;cursos de psicologia, talleres de psicologia, diplomados de psicologia;50000.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1000000.00;Psicología;Finalizado;12;20;20;12;12;1
CUR-0005828;Curso Gerencia del riesgo e implementación de coberturas;24/10/2017;1/08/2017;No;No;100;2;cursos de economia, cursos de economia con certificado, diplomados de economia;55000.00;Actualización Profesional;ECONOMIA;Presencial;Finalizado;2640000.00;Economía;Finalizado;9;20;30;11;11;1
CUR-0006151;Taller de pintura experimental;21/10/2017;1/08/2017;No;No;100;20;cursos de arte, talleres de arte, cursos artisticos.;45000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1080000.00;Arte;Finalizado;12;15;20;8;8;0
CUR-0006423;Curso Behavioral Economics: fundamentos, aplicaciones y enfoque experimental;26/10/2017;1/08/2017;Si;No;100;2;cursos de economia, cursos de economia con certificado, diplomados de economia;55000.00;Actualización Profesional;ECONOMIA;Presencial;Finalizado;1980000.00;Economía;Finalizado;10;15;20;12;12;1
CUR-0006470;Curso Lean Project Management y Lean Construction;20/10/2017;1/08/2017;No;No;100;13;curso de ingenieria civil, cursos de ingenieria, cursos de gestion de proyectos;77000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;2464000.00;Ingeniería Civil y Ambiental;Finalizado;8;15;25;9;9;1
CUR-0006501;Curso Integrated Project Delivery y Building Information Modeling (BIM);16/02/2018;1/12/2017;No;No;105;16;Ingenieria de aguas, diseños de sistemas en ingenieria, gerencia de proyectos, estandares de seguridad en ingenieria civil, cursos de vías;76086.96;Actualización Profesional;INGENIERIA;Presencial;Finalizado;3500000.00;Ingeniería Civil y Ambiental;Finalizado;8;20;35;16;16;1
CUR-0006502;Curso Gamificación educativa: Uso de mecánicas de juego en ambientes de aprendizaje y entrenamiento;3/10/2017;1/08/2017;Si;No;100;6;cursos para docentes, cursos de pedagogia, diplomado de pedagogia;57500.00;Actualización Profesional;EDUCACION;Presencial;Finalizado;1380000.00;Educación;Finalizado;16;25;30;18;18;1
CUR-0009142;Probabilidad y estadística. Curso básico para profesionales;20/11/2017;1/09/2017;No;No;107;10;cursos de ingenieria industrial, cursos basicos de ingenieria industrial, cursos de especializacion para ingenieria industrial;45833.33;Actualización Profesional;INGENIERIA;Presencial;Finalizado;825000.00;Ingeniería Industrial;Finalizado;12;25;25;20;20;1
CUR-0009516;Curso Derecho Ambiental: aspectos para la gestión ambiental en Colombia;2/03/2018;1/01/2018;No;No;78;12;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61027.78;Actualización Profesional;DERECHO;Presencial;Finalizado;2197000.00;Derecho;Finalizado;12;15;20;15;15;1
CUR-0009570;Curso Indicadores y Medición en la Gestión de Proyectos, las Políticas sociales y el Desempeño organizacional;9/04/2018;1/02/2018;No;No;72;4;Gestión de proyectos, desarrollo humano, proyectos sociales, ordenamiento territorial, cursos de gestión;61833.33;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1484000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;11;20;25;23;23;1
CUR-0009571;Workshop public speaking for professional english settings 201810;27/02/2018;1/12/2017;Si;No;105;15;Aprender idiomas, lenguas, cursos de preparacion de idiomas, estudiar ingles, lenguas modernas;65125.00;Lenguas;CIENCIAS SOCIALES;Presencial;Finalizado;2605000.00;Lenguas y Cultura;Finalizado;8;15;20;7;7;0
CUR-0009572;Curso Negociación para abogados;9/03/2018;1/01/2018;Si;No;78;12;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;57812.50;Actualización Profesional;DERECHO;Presencial;Finalizado;1850000.00;Derecho;Finalizado;13;15;20;9;9;0
